21,1kmN3643E4456
7,1kmN3643E4457
31,1kmN3643E4458
51,1kmN3643E4459
40,1kmN3643E4460
19,1kmN3643E4461
18,1kmN3643E4462
5,1kmN3643E4463
6,1kmN3644E4452
44,1kmN3644E4453
79,1kmN3644E4454
24,1kmN3644E4455
25,1kmN3644E4456
52,1kmN3644E4457
1071,1kmN3644E4458
13,1kmN3644E4459
14,1kmN3644E4460
4,1kmN3644E4461
3,1kmN3644E4462
355,1kmN3644E4463
102,1kmN3644E4464
70,1kmN3645E4453
19,1kmN3645E4454
149,1kmN3645E4455
15,1kmN3645E4456
14,1kmN3645E4457
18,1kmN3645E4458
15,1kmN3645E4459
10,1kmN3645E4460
13,1kmN3645E4461
16,1kmN3645E4462
252,1kmN3645E4463
15,1kmN3645E4464
31,1kmN3645E4465
147,1kmN3645E4466
11,1kmN3646E4453
26,1kmN3646E4454
919,1kmN3646E4455
403,1kmN3646E4456
76,1kmN3646E4457
7,1kmN3646E4458
19,1kmN3646E4460
100,1kmN3646E4461
10,1kmN3646E4462
5,1kmN3646E4464
49,1kmN3646E4465
339,1kmN3646E4466
634,1kmN3646E4467
4,1kmN3646E4468
24,1kmN3647E4453
74,1kmN3647E4454
472,1kmN3647E4455
774,1kmN3647E4456
35,1kmN3647E4457
11,1kmN3647E4458
2,1kmN3647E4460
18,1kmN3647E4461
26,1kmN3647E4462
575,1kmN3647E4464
5,1kmN3647E4465
282,1kmN3647E4466
165,1kmN3647E4467
42,1kmN3648E4453
5,1kmN3648E4454
26,1kmN3648E4455
19,1kmN3648E4456
18,1kmN3648E4457
64,1kmN3648E4458
103,1kmN3648E4459
44,1kmN3648E4460
10,1kmN3648E4461
15,1kmN3648E4462
940,1kmN3648E4464
1352,1kmN3648E4465
260,1kmN3648E4466
36,1kmN3649E4451
37,1kmN3649E4452
668,1kmN3649E4453
29,1kmN3649E4454
21,1kmN3649E4455
533,1kmN3649E4456
33,1kmN3649E4457
4,1kmN3649E4458
46,1kmN3649E4459
105,1kmN3649E4460
86,1kmN3649E4461
6,1kmN3649E4462
116,1kmN3649E4463
2105,1kmN3649E4464
2341,1kmN3649E4465
1127,1kmN3649E4466
1934,1kmN3649E4467
8,1kmN3649E4468
23,1kmN3649E4469
11,1kmN3650E4452
185,1kmN3650E4453
37,1kmN3650E4454
35,1kmN3650E4455
190,1kmN3650E4456
57,1kmN3650E4457
